"","1ayWM2CHIPOOB100705","oAVVM2CHIPOOB051360","3xfYM2CHIPOOA051365","jYxWM2CHIPOOB051110","hoQoM2CHIPOOA051115","eBCjM2CHIPOOBXX1180","j1iWM2CHIPOOBXX1561"
"Mycobacterium_tuberculosis","7855","10904","7884","4597","17503","7949","8139"
"Mycobacterium_branderi","2524","1678","1074","653","3223","3194","579"
"Mycobacterium_paragordonae","2470","1473","1038","639","2924","2170","602"
"Mycobacterium_cookii","2193","1288","821","490","2264","2107","439"
"Mycobacterium_gordonae","1985","1341","850","552","2687","1691","463"
"Mycobacterium_paraterrae","1964","1233","767","448","2378","1871","433"
"Mycobacterium_koreense","2202","1401","943","672","3104","1812","589"
"Mycobacterium_heckeshornense","1697","968","676","502","2105","1669","389"
"Mycobacterium_virginiense","1931","1119","885","432","2128","1485","371"
"Mycobacterium_vicinigordonae","1627","991","607","414","1964","1437","369"
"Mycobacterium_riyadhense","1592","978","712","416","1933","1385","297"
"Mycobacterium_noviomagense","1597","1132","748","396","2118","1960","361"
"Mycobacterium_shinjukuense","1566","1085","704","441","2124","1485","403"
"Mycobacterium_kansasii","1552","988","705","466","1959","1588","428"
"Mycobacterium_paraseoulense","1672","1132","737","417","2258","1712","436"
"Mycobacterium_lacus","1464","1003","673","404","2036","1338","343"
"Mycobacterium_xenopi","1502","977","653","359","1859","1482","355"
"Mycobacterium_malmoense","1525","1025","741","436","1959","1608","422"
"Mycobacterium_seoulense","1601","979","637","421","2007","1421","349"
"Mycobacterium_ostraviense","1355","895","574","371","1720","1307","381"
"Mycobacterium_spongiae","1192","729","458","354","1471","1084","278"
"Mycobacterium_basiliense","1164","729","444","307","1549","1152","322"
"Mycobacterium_crocinum","1318","1168","842","491","1838","3363","1611"
"Mycobacterium_haemophilum","743","499","289","178","968","781","183"
"Mycobacterium_marinum","2036","1194","865","324","2110","1451","370"
"Mycobacterium_senegalense","1819","1227","911","473","2625","1686","355"
"Mycobacterium_novum","2853","1345","904","536","3096","2224","620"
"Mycobacterium_lepromatosis","209","131","81","52","229","170","55"
"Mycobacterium_leprae","176","132","98","45","245","182","62"
"Mycobacterium_ulcerans","875","504","378","164","1478","732","188"
"Mycobacterium_shottsii","228","225","148","37","256","228","77"
"Mycobacterium_pallens","778","777","443","309","971","1538","900"
"Mycobacterium_pseudoshottsii","273","162","143","0","414","211","74"
"Mycolicibacter_sp._MYC340","1679","876","613","378","1981","1264","416"
"Mycolicibacter_sp._MYC098","1506","872","592","333","1846","1104","319"
"Mycolicibacter_sp._MYC017","1426","772","509","389","1895","1130","377"
"Mycolicibacter_sp._MYC123","1156","664","465","322","1378","889","285"
"Mycolicibacter_sp._MYC101","1013","675","417","328","1552","813","253"
"Mycolicibacter_hiberniae","1918","1088","713","530","2340","1394","452"
"Mycolicibacter_terrae","2031","1103","835","502","2499","1679","520"
"Mycolicibacter_minnesotensis","1434","729","448","298","1446","936","261"
"Mycolicibacter_sinensis","2898","1294","785","529","2928","1556","715"
"Mycobacteroides_abscessus","5145","2650","1619","1097","5500","3198","1037"
"Mycobacteroides_chelonae","2769","1244","818","953","5302","1474","1576"
"Mycobacteroides_immunogenum","1103","697","496","331","1367","766","229"
"Mycobacteroides_saopaulense","1022","648","455","243","1345","806","256"
"Mycobacteroides_salmoniphilum","806","552","424","217","1014","682","216"
"[Mycobacterium]_stephanolepidis","461","351","229","126","623","447","118"
"Mycolicibacillus_parakoreensis","2470","1512","978","703","3789","1948","648"
"Hoyosella_subflava","913","573","380","269","1282","767","238"
"Rhodococcus_sp._PBTS_1","6285","1808","1168","757","3743","2308","711"
"Rhodococcus_sp._MTM3W5.2","5403","2364","1619","1067","4920","2832","936"
"Rhodococcus_sp._X156","5017","2906","1980","1498","7152","3764","1484"
"Rhodococcus_sp._USK13","5189","734","490","336","1673","994","316"
"Rhodococcus_sp._SGAir0479","3419","2069","1314","949","4593","2898","888"
"Rhodococcus_sp._W8901","3272","1964","1307","889","4224","2446","787"
"Rhodococcus_sp._WAY2","3291","926","631","382","1766","933","363"
"Rhodococcus_sp._R79","2408","1581","1042","775","3679","1728","652"
"Rhodococcus_sp._ABRD24","1794","1184","767","486","2506","1384","473"
"Rhodococcus_sp._P1Y","1588","657","486","280","1434","866","263"
"Rhodococcus_sp._USK10","1985","1238","828","487","2681","1452","558"
"Rhodococcus_sp._B7740","1437","835","512","361","1602","975","299"
"Rhodococcus_sp._WMMA185","1198","723","528","319","1413","855","267"
"Rhodococcus_sp._RDE2","1974","1203","782","403","2510","2470","349"
"Rhodococcus_sp._ZPP","1759","778","554","383","1904","1088","276"
"Rhodococcus_sp._WB9","1099","632","460","262","1220","597","288"
"Rhodococcus_sp._M8","1751","886","561","468","1698","795","302"
"Rhodococcus_sp._S2-17","1404","772","627","395","1946","1119","297"
"Rhodococcus_sp._DMU1","1792","995","708","448","2003","1164","406"
"Rhodococcus_sp._P-2","376","176","110","74","318","208","41"
"Rhodococcus_sp._21391","929","455","315","258","1077","599","188"
"Rhodococcus_sp._2G","763","370","339","258","947","865","153"
"Rhodococcus_sp._WB1","1385","825","631","438","1710","1089","330"
"Rhodococcus_sp._p52","709","477","298","213","1002","766","106"
"Rhodococcus_sp._DMF-1","934","471","424","298","1113","470","159"
"Rhodococcus_sp._NJ-530","544","143","103","69","287","199","0"
"Rhodococcus_sp._LW-XY12","791","429","333","136","948","832","155"
"Rhodococcus_sp._YL-1","394","235","145","77","507","263","78"
"Rhodococcus_sp._008","503","276","145","88","399","164","127"
"Rhodococcus_sp._PSBB049","1042","812","446","257","1300","736","291"
"Rhodococcus_sp._AQ5-07","277","170","117","96","281","185","102"
"Rhodococcus_sp._BH4","305","174","159","85","299","287","78"
"Rhodococcus_sp._H-CA8f","204","72","83","77","240","200","61"
"Rhodococcus_sp._C1","366","147","0","0","254","145","0"
"Rhodococcus_opacus","15451","8835","5873","3860","19666","10035","3763"
"Rhodococcus_fascians","5872","2388","1695","1010","5041","2915","973"
"Rhodococcus_equi","5766","3463","2383","1461","7471","4386","1327"
"Rhodococcus_rhodochrous","5906","3194","2251","1368","7255","6706","959"
"Rhodococcus_triatomae","2489","1680","1076","736","3669","1973","663"
"Rhodococcus_koreensis","2442","1399","967","606","3084","1562","570"
"Rhodococcus_coprophilus","2064","1287","809","537","2615","1517","468"
"Rhodococcus_ruber","6324","3556","2429","1278","6544","3269","1009"
"Rhodococcus_qingshengii","4573","1733","1338","868","4232","2293","707"
"Rhodococcus_erythropolis","3087","1706","1056","622","3652","1849","710"
"Rhodococcus_pyridinivorans","6620","4050","2799","1927","9185","7437","1450"
"Rhodococcus_jostii","2019","1235","718","524","2593","1333","498"
"Rhodococcus_globerulus","1148","686","455","280","1322","776","220"
"Rhodococcus_aetherivorans","3751","2019","1496","833","4885","2168","955"
"Nocardia_asteroides","19720","12018","8379","5147","25127","16197","5048"
"Nocardia_brasiliensis","9371","6442","4323","2710","13544","7968","2701"
"Nocardia_cyriacigeorgica","7688","5756","5862","2304","10355","6243","2075"
"Nocardia_terpenica","5800","4023","2680","1746","8663","4951","1852"
"Nocardia_farcinica","6809","5838","3909","2132","9958","9090","1939"
"Nocardia_wallacei","3939","2685","1821","1210","5659","3338","1117"
"Nocardia_arthritidis","3376","2371","1636","1020","4891","2955","1071"
"Nocardia_huaxiensis","3388","2681","2099","1024","4797","2529","1005"
"Nocardia_mangyaensis","3531","2005","1338","854","4170","2314","723"
"Nocardia_gipuzkoensis","3786","2486","1731","1035","4781","5217","1028"
"Nocardia_sp._CS682","3309","2227","1518","925","4551","2709","945"
"Nocardia_nova","3005","1995","1388","861","3951","3626","823"
"Nocardia_otitidiscaviarum","3132","2159","1388","944","4759","2538","1024"
"Nocardia_yamanashiensis","3105","2175","1409","850","4205","2521","927"
"Nocardia_tengchongensis","3196","2185","1411","919","4648","2642","916"
"Nocardia_yunnanensis","3177","2126","1438","907","4587","2636","936"
"Nocardia_seriolae","3054","2026","1416","943","4507","2527","975"
"Nocardia_iowensis","2898","1903","1319","849","4298","2433","924"
"Corynebacterium_cyclohexanicum","3015","2245","1525","898","4383","2796","821"
"Corynebacterium_xerosis","2546","1728","1102","776","3478","1886","628"
"Corynebacterium_frankenforstense","2168","1529","1042","655","3312","1885","621"
"Corynebacterium_sphenisci","2100","1519","1066","772","3766","1701","776"
"Corynebacterium_bovis","1851","1373","920","542","2656","1604","461"
"Corynebacterium_halotolerans","1610","1030","702","475","2412","1331","459"
"Corynebacterium_freneyi","1581","1252","788","457","2428","1287","470"
"Corynebacterium_nuruki","1348","936","701","459","2274","1092","417"
"Corynebacterium_maris","1250","838","510","352","1601","935","333"
"Corynebacterium_sp._CNCTC7651","623","433","302","186","820","514","147"
"Corynebacterium_sp._NML98-0116","398","329","235","153","710","322","106"
"Corynebacterium_sp._1864","252","159","99","83","322","214","59"
"Corynebacterium_sp._FDAARGOS_1242","269","184","119","101","285","237","48"
"Corynebacterium_sp._4H37-19","61","41","28","22","76","50","39"
"Corynebacterium_sp._sy039","25","23","13","0","47","17","0"
"Corynebacterium_humireducens","1353","831","564","393","1835","899","336"
"Corynebacterium_vitaeruminis","1210","935","567","388","1801","977","353"
"Corynebacterium_variabile","1344","974","645","392","2304","1094","440"
"Corynebacterium_timonense","1049","810","525","317","1420","872","304"
"Corynebacterium_marinum","1127","749","493","317","1745","874","305"
"Corynebacterium_doosanense","1140","856","549","371","1762","1025","332"
"Corynebacterium_comes","970","584","357","270","1152","694","223"
"Corynebacterium_mycetoides","1071","728","518","355","1644","915","343"
"Corynebacterium_yudongzhengii","861","608","412","257","1325","754","248"
"Corynebacterium_liangguodongii","850","665","416","312","1365","806","248"
"Corynebacterium_provencense","810","614","385","215","1107","534","206"
"Corynebacterium_uterequi","778","543","389","236","1175","573","183"
"Corynebacterium_sanguinis","1030","717","439","291","1604","859","244"
"Corynebacterium_glyciniphilum","716","469","337","241","1000","522","166"
"Corynebacterium_terpenotabidum","781","598","385","240","1180","597","165"
"Corynebacterium_atypicum","788","548","374","258","1219","643","221"
"Corynebacterium_efficiens","690","362","231","157","856","387","128"
"Corynebacterium_jeikeium","1915","1598","889","656","3315","1677","583"
"Corynebacterium_urealyticum","1049","850","561","331","1596","773","279"
"Corynebacterium_imitans","840","686","486","267","1432","785","228"
"Corynebacterium_ureicelerivorans","688","522","371","206","1043","546","163"
"Corynebacterium_falsenii","703","516","379","202","968","527","203"
"Corynebacterium_lujinxingii","663","475","329","227","953","569","171"
"Corynebacterium_qintianiae","604","433","291","208","826","489","171"
"Corynebacterium_uberis","531","346","291","164","838","468","135"
"Corynebacterium_glaucum","526","373","272","163","751","456","165"
"Corynebacterium_occultum","502","233","185","115","625","328","78"
"Corynebacterium_testudinoris","498","322","232","144","808","351","112"
"Corynebacterium_genitalium","493","365","244","149","644","400","123"
"Corynebacterium_kroppenstedtii","432","296","227","138","553","370","95"
"Corynebacterium_striatum","682","463","321","181","998","542","181"
"Corynebacterium_tuberculostearicum","592","346","260","183","865","532","136"
"Corynebacterium_coyleae","460","321","225","137","723","382","126"
"Corynebacterium_aurimucosum","522","424","244","165","1937","519","154"
"Corynebacterium_riegelii","444","248","184","96","501","297","95"
"Corynebacterium_incognita","423","307","183","126","699","348","118"
"Corynebacterium_glucuronolyticum","422","319","226","152","745","442","122"
"Corynebacterium_lactis","367","282","171","127","522","324","76"
"Corynebacterium_matruchotii","330","290","194","98","538","259","61"
"Corynebacterium_renale","329","250","149","92","449","226","83"
"Corynebacterium_aquilae","331","269","185","111","488","279","118"
"Corynebacterium_zhongnanshanii","320","263","165","104","434","281","89"
"Corynebacterium_casei","583","171","105","78","336","198","56"
"Corynebacterium_endometrii","329","202","131","96","448","226","91"
"Corynebacterium_flavescens","337","235","122","92","431","228","83"
"Corynebacterium_kalinowskii","354","242","136","113","517","210","68"
"Corynebacterium_simulans","390","268","196","93","557","295","81"
"Corynebacterium_lizhenjunii","264","179","112","64","366","208","56"
"Corynebacterium_urogenitale","259","213","145","90","407","181","62"
"Corynebacterium_epidermidicanis","251","159","120","74","342","182","56"
"Corynebacterium_camporealensis","263","198","152","62","381","213","46"
"Corynebacterium_cystitidis","214","131","75","61","338","137","56"
"Corynebacterium_minutissimum","362","278","177","115","524","304","84"
"Corynebacterium_singulare","310","233","148","104","538","246","48"
"Corynebacterium_propinquum","238","157","125","69","315","175","46"
"Corynebacterium_gerontici","202","146","100","81","220","147","42"
"Corynebacterium_phocae","180","117","79","49","296","187","51"
"Corynebacterium_argentoratense","186","101","97","47","248","140","48"
"Corynebacterium_deserti","205","110","69","36","212","130","46"
"Corynebacterium_diphtheriae","336","200","97","50","530","276","89"
"Corynebacterium_macginleyi","186","134","72","65","237","147","53"
"Corynebacterium_stationis","183","72","69","54","195","132","31"
"Corynebacterium_choanae","143","84","49","48","213","106","22"
"Corynebacterium_glutamicum","1847","956","1239","421","1899","1122","513"
"Corynebacterium_resistens","189","151","83","57","268","173","36"
"Corynebacterium_pelargi","162","126","99","38","265","154","39"
"Corynebacterium_kefirresidentii","186","144","128","70","311","188","63"
"Corynebacterium_pseudodiphtheriticum","149","130","99","42","185","122","52"
"Corynebacterium_ulcerans","171","143","99","34","208","130","43"
"Corynebacterium_ammoniagenes","115","94","53","51","158","81","29"
"Corynebacterium_pseudopelargi","122","117","73","41","270","101","45"
"Corynebacterium_mustelae","92","58","57","26","117","58","29"
"Corynebacterium_hindlerae","230","120","52","67","287","136","54"
"Corynebacterium_suranareeae","98","49","42","20","119","52","20"
"Corynebacterium_anserum","83","66","48","22","109","66","0"
"Corynebacterium_rouxii","117","84","31","23","153","54","25"
"Corynebacterium_segmentosum","247","192","104","75","346","145","69"
"Corynebacterium_pseudotuberculosis","89","92","54","39","159","80","15"
"Corynebacterium_silvaticum","96","47","35","29","115","40","0"
"Corynebacterium_amycolatum","543","487","267","173","849","310","213"
"Corynebacterium_crudilactis","123","72","62","25","145","76","0"
"Corynebacterium_callunae","82","51","29","18","110","56","18"
"Corynebacterium_accolens","208","223","127","79","306","243","92"
"Corynebacterium_kutscheri","22","20","0","0","25","19","0"
"Gordonia_sp._KTR9","2880","1271","825","510","2549","1558","467"
"Gordonia_sp._PP30","2670","1810","1293","866","4169","2204","867"
"Gordonia_sp._YC-JH1","2794","1790","1222","824","3730","2160","727"
"Gordonia_sp._PDNC005","1592","929","644","421","1983","1227","379"
"Gordonia_sp._WA4-43","1220","845","515","366","1630","1005","383"
"Gordonia_sp._JH63","1101","640","443","283","1208","812","232"
"Gordonia_sp._135","1005","488","292","276","1266","665","238"
"Gordonia_sp._1D","663","736","395","192","1240","815","415"
"Gordonia_terrae","11399","2799","1906","1086","5741","2945","983"
"Gordonia_polyisoprenivorans","4328","2519","1816","1259","5697","3190","1127"
"Gordonia_insulae","2518","1523","1034","653","3203","1859","650"
"Gordonia_phthalatica","2731","1717","1229","811","3742","2179","761"
"Gordonia_bronchialis","2368","3243","971","593","3002","1797","506"
"Gordonia_jinghuaiqii","2220","1410","958","558","2836","1598","552"
"Gordonia_amarae","2199","1376","963","606","2891","1650","566"
"Gordonia_iterans","2262","1614","1023","621","3377","1818","663"
"Gordonia_rubripertincta","2545","1598","1051","619","3404","1908","640"
"Gordonia_pseudoamarae","1793","1088","755","494","2408","1390","457"
"Gordonia_otitidis","1637","1005","782","447","2060","1406","428"
"Gordonia_zhaorongruii","1398","876","596","414","1914","1034","350"
"Gordonia_alkanivorans","1761","1195","785","493","2785","1491","407"
